,Vehicles,Month,Day,Hour,Vehicles_lag_1,Vehicles_lag_2
2017-05-19 14:00:00,88,5,19,14,89.0,101.0
2017-05-19 15:00:00,89,5,19,15,88.0,89.0
2017-05-19 16:00:00,83,5,19,16,89.0,88.0
2017-05-19 17:00:00,84,5,19,17,83.0,89.0
2017-05-19 18:00:00,90,5,19,18,84.0,83.0
2017-05-19 19:00:00,90,5,19,19,90.0,84.0
2017-05-19 20:00:00,86,5,19,20,90.0,90.0
2017-05-19 21:00:00,80,5,19,21,86.0,90.0
2017-05-19 22:00:00,71,5,19,22,80.0,86.0
2017-05-19 23:00:00,71,5,19,23,71.0,80.0
2017-05-20 00:00:00,67,5,20,0,71.0,71.0
2017-05-20 01:00:00,56,5,20,1,67.0,71.0
2017-05-20 02:00:00,45,5,20,2,56.0,67.0
2017-05-20 03:00:00,33,5,20,3,45.0,56.0
2017-05-20 04:00:00,35,5,20,4,33.0,45.0
2017-05-20 05:00:00,25,5,20,5,35.0,33.0
2017-05-20 06:00:00,28,5,20,6,25.0,35.0
2017-05-20 07:00:00,34,5,20,7,28.0,25.0
2017-05-20 08:00:00,36,5,20,8,34.0,28.0
2017-05-20 09:00:00,46,5,20,9,36.0,34.0
2017-05-20 10:00:00,51,5,20,10,46.0,36.0
2017-05-20 11:00:00,55,5,20,11,51.0,46.0
2017-05-20 12:00:00,61,5,20,12,55.0,51.0
2017-05-20 13:00:00,55,5,20,13,61.0,55.0
2017-05-20 14:00:00,53,5,20,14,55.0,61.0
2017-05-20 15:00:00,52,5,20,15,53.0,55.0
2017-05-20 16:00:00,50,5,20,16,52.0,53.0
2017-05-20 17:00:00,50,5,20,17,50.0,52.0
2017-05-20 18:00:00,60,5,20,18,50.0,50.0
2017-05-20 19:00:00,57,5,20,19,60.0,50.0
2017-05-20 20:00:00,62,5,20,20,57.0,60.0
2017-05-20 21:00:00,56,5,20,21,62.0,57.0
2017-05-20 22:00:00,57,5,20,22,56.0,62.0
2017-05-20 23:00:00,59,5,20,23,57.0,56.0
2017-05-21 00:00:00,50,5,21,0,59.0,57.0
2017-05-21 01:00:00,40,5,21,1,50.0,59.0
2017-05-21 02:00:00,40,5,21,2,40.0,50.0
2017-05-21 03:00:00,29,5,21,3,40.0,40.0
2017-05-21 04:00:00,25,5,21,4,29.0,40.0
2017-05-21 05:00:00,28,5,21,5,25.0,29.0
2017-05-21 06:00:00,26,5,21,6,28.0,25.0
2017-05-21 07:00:00,32,5,21,7,26.0,28.0
2017-05-21 08:00:00,37,5,21,8,32.0,26.0
2017-05-21 09:00:00,41,5,21,9,37.0,32.0
2017-05-21 10:00:00,49,5,21,10,41.0,37.0
2017-05-21 11:00:00,57,5,21,11,49.0,41.0
2017-05-21 12:00:00,55,5,21,12,57.0,49.0
2017-05-21 13:00:00,51,5,21,13,55.0,57.0
2017-05-21 14:00:00,46,5,21,14,51.0,55.0
2017-05-21 15:00:00,52,5,21,15,46.0,51.0
2017-05-21 16:00:00,51,5,21,16,52.0,46.0
2017-05-21 17:00:00,53,5,21,17,51.0,52.0
2017-05-21 18:00:00,60,5,21,18,53.0,51.0
2017-05-21 19:00:00,72,5,21,19,60.0,53.0
2017-05-21 20:00:00,69,5,21,20,72.0,60.0
2017-05-21 21:00:00,69,5,21,21,69.0,72.0
2017-05-21 22:00:00,63,5,21,22,69.0,69.0
2017-05-21 23:00:00,58,5,21,23,63.0,69.0
2017-05-22 00:00:00,55,5,22,0,58.0,63.0
2017-05-22 01:00:00,47,5,22,1,55.0,58.0
2017-05-22 02:00:00,43,5,22,2,47.0,55.0
2017-05-22 03:00:00,37,5,22,3,43.0,47.0
2017-05-22 04:00:00,35,5,22,4,37.0,43.0
2017-05-22 05:00:00,34,5,22,5,35.0,37.0
2017-05-22 06:00:00,42,5,22,6,34.0,35.0
2017-05-22 07:00:00,50,5,22,7,42.0,34.0
2017-05-22 08:00:00,59,5,22,8,50.0,42.0
2017-05-22 09:00:00,74,5,22,9,59.0,50.0
2017-05-22 10:00:00,92,5,22,10,74.0,59.0
2017-05-22 11:00:00,136,5,22,11,92.0,74.0
2017-05-22 12:00:00,129,5,22,12,136.0,92.0
2017-05-22 13:00:00,118,5,22,13,129.0,136.0
2017-05-22 14:00:00,124,5,22,14,118.0,129.0
2017-05-22 15:00:00,118,5,22,15,124.0,118.0
2017-05-22 16:00:00,116,5,22,16,118.0,124.0
2017-05-22 17:00:00,114,5,22,17,116.0,118.0
2017-05-22 18:00:00,123,5,22,18,114.0,116.0
2017-05-22 19:00:00,133,5,22,19,123.0,114.0
2017-05-22 20:00:00,120,5,22,20,133.0,123.0
2017-05-22 21:00:00,111,5,22,21,120.0,133.0
2017-05-22 22:00:00,102,5,22,22,111.0,120.0
2017-05-22 23:00:00,96,5,22,23,102.0,111.0
2017-05-23 00:00:00,85,5,23,0,96.0,102.0
2017-05-23 01:00:00,74,5,23,1,85.0,96.0
2017-05-23 02:00:00,66,5,23,2,74.0,85.0
2017-05-23 03:00:00,50,5,23,3,66.0,74.0
2017-05-23 04:00:00,41,5,23,4,50.0,66.0
2017-05-23 05:00:00,42,5,23,5,41.0,50.0
2017-05-23 06:00:00,47,5,23,6,42.0,41.0
2017-05-23 07:00:00,55,5,23,7,47.0,42.0
2017-05-23 08:00:00,63,5,23,8,55.0,47.0
2017-05-23 09:00:00,73,5,23,9,63.0,55.0
2017-05-23 10:00:00,90,5,23,10,73.0,63.0
2017-05-23 11:00:00,106,5,23,11,90.0,73.0
2017-05-23 12:00:00,116,5,23,12,106.0,90.0
2017-05-23 13:00:00,96,5,23,13,116.0,106.0
2017-05-23 14:00:00,113,5,23,14,96.0,116.0
2017-05-23 15:00:00,115,5,23,15,113.0,96.0
2017-05-23 16:00:00,110,5,23,16,115.0,113.0
2017-05-23 17:00:00,103,5,23,17,110.0,115.0
2017-05-23 18:00:00,109,5,23,18,103.0,110.0
2017-05-23 19:00:00,108,5,23,19,109.0,103.0
2017-05-23 20:00:00,103,5,23,20,108.0,109.0
2017-05-23 21:00:00,101,5,23,21,103.0,108.0
2017-05-23 22:00:00,92,5,23,22,101.0,103.0
2017-05-23 23:00:00,86,5,23,23,92.0,101.0
2017-05-24 00:00:00,83,5,24,0,86.0,92.0
2017-05-24 01:00:00,71,5,24,1,83.0,86.0
2017-05-24 02:00:00,54,5,24,2,71.0,83.0
2017-05-24 03:00:00,50,5,24,3,54.0,71.0
2017-05-24 04:00:00,39,5,24,4,50.0,54.0
2017-05-24 05:00:00,39,5,24,5,39.0,50.0
2017-05-24 06:00:00,49,5,24,6,39.0,39.0
2017-05-24 07:00:00,55,5,24,7,49.0,39.0
2017-05-24 08:00:00,62,5,24,8,55.0,49.0
2017-05-24 09:00:00,68,5,24,9,62.0,55.0
2017-05-24 10:00:00,90,5,24,10,68.0,62.0
2017-05-24 11:00:00,109,5,24,11,90.0,68.0
2017-05-24 12:00:00,109,5,24,12,109.0,90.0
2017-05-24 13:00:00,94,5,24,13,109.0,109.0
2017-05-24 14:00:00,111,5,24,14,94.0,109.0
2017-05-24 15:00:00,107,5,24,15,111.0,94.0
2017-05-24 16:00:00,101,5,24,16,107.0,111.0
2017-05-24 17:00:00,96,5,24,17,101.0,107.0
2017-05-24 18:00:00,104,5,24,18,96.0,101.0
2017-05-24 19:00:00,102,5,24,19,104.0,96.0
2017-05-24 20:00:00,102,5,24,20,102.0,104.0
2017-05-24 21:00:00,89,5,24,21,102.0,102.0
2017-05-24 22:00:00,92,5,24,22,89.0,102.0
2017-05-24 23:00:00,88,5,24,23,92.0,89.0
2017-05-25 00:00:00,78,5,25,0,88.0,92.0
2017-05-25 01:00:00,65,5,25,1,78.0,88.0
2017-05-25 02:00:00,55,5,25,2,65.0,78.0
2017-05-25 03:00:00,47,5,25,3,55.0,65.0
2017-05-25 04:00:00,41,5,25,4,47.0,55.0
2017-05-25 05:00:00,38,5,25,5,41.0,47.0
2017-05-25 06:00:00,42,5,25,6,38.0,41.0
2017-05-25 07:00:00,50,5,25,7,42.0,38.0
2017-05-25 08:00:00,59,5,25,8,50.0,42.0
2017-05-25 09:00:00,71,5,25,9,59.0,50.0
2017-05-25 10:00:00,91,5,25,10,71.0,59.0
2017-05-25 11:00:00,128,5,25,11,91.0,71.0
2017-05-25 12:00:00,112,5,25,12,128.0,91.0
2017-05-25 13:00:00,100,5,25,13,112.0,128.0
2017-05-25 14:00:00,103,5,25,14,100.0,112.0
2017-05-25 15:00:00,107,5,25,15,103.0,100.0
2017-05-25 16:00:00,103,5,25,16,107.0,103.0
2017-05-25 17:00:00,104,5,25,17,103.0,107.0
2017-05-25 18:00:00,109,5,25,18,104.0,103.0
2017-05-25 19:00:00,115,5,25,19,109.0,104.0
2017-05-25 20:00:00,106,5,25,20,115.0,109.0
2017-05-25 21:00:00,107,5,25,21,106.0,115.0
2017-05-25 22:00:00,102,5,25,22,107.0,106.0
2017-05-25 23:00:00,93,5,25,23,102.0,107.0
2017-05-26 00:00:00,85,5,26,0,93.0,102.0
2017-05-26 01:00:00,70,5,26,1,85.0,93.0
2017-05-26 02:00:00,59,5,26,2,70.0,85.0
2017-05-26 03:00:00,52,5,26,3,59.0,70.0
2017-05-26 04:00:00,46,5,26,4,52.0,59.0
2017-05-26 05:00:00,41,5,26,5,46.0,52.0
2017-05-26 06:00:00,47,5,26,6,41.0,46.0
2017-05-26 07:00:00,56,5,26,7,47.0,41.0
2017-05-26 08:00:00,61,5,26,8,56.0,47.0
2017-05-26 09:00:00,68,5,26,9,61.0,56.0
2017-05-26 10:00:00,88,5,26,10,68.0,61.0
2017-05-26 11:00:00,97,5,26,11,88.0,68.0
2017-05-26 12:00:00,101,5,26,12,97.0,88.0
2017-05-26 13:00:00,86,5,26,13,101.0,97.0
2017-05-26 14:00:00,94,5,26,14,86.0,101.0
2017-05-26 15:00:00,93,5,26,15,94.0,86.0
2017-05-26 16:00:00,89,5,26,16,93.0,94.0
2017-05-26 17:00:00,85,5,26,17,89.0,93.0
2017-05-26 18:00:00,92,5,26,18,85.0,89.0
2017-05-26 19:00:00,90,5,26,19,92.0,85.0
2017-05-26 20:00:00,89,5,26,20,90.0,92.0
2017-05-26 21:00:00,85,5,26,21,89.0,90.0
2017-05-26 22:00:00,76,5,26,22,85.0,89.0
2017-05-26 23:00:00,77,5,26,23,76.0,85.0
2017-05-27 00:00:00,67,5,27,0,77.0,76.0
2017-05-27 01:00:00,62,5,27,1,67.0,77.0
2017-05-27 02:00:00,46,5,27,2,62.0,67.0
2017-05-27 03:00:00,41,5,27,3,46.0,62.0
2017-05-27 04:00:00,32,5,27,4,41.0,46.0
2017-05-27 05:00:00,28,5,27,5,32.0,41.0
2017-05-27 06:00:00,30,5,27,6,28.0,32.0
2017-05-27 07:00:00,39,5,27,7,30.0,28.0
2017-05-27 08:00:00,45,5,27,8,39.0,30.0
2017-05-27 09:00:00,52,5,27,9,45.0,39.0
2017-05-27 10:00:00,56,5,27,10,52.0,45.0
2017-05-27 11:00:00,78,5,27,11,56.0,52.0
2017-05-27 12:00:00,72,5,27,12,78.0,56.0
2017-05-27 13:00:00,64,5,27,13,72.0,78.0
2017-05-27 14:00:00,58,5,27,14,64.0,72.0
2017-05-27 15:00:00,58,5,27,15,58.0,64.0
2017-05-27 16:00:00,58,5,27,16,58.0,58.0
2017-05-27 17:00:00,61,5,27,17,58.0,58.0
2017-05-27 18:00:00,62,5,27,18,61.0,58.0
2017-05-27 19:00:00,65,5,27,19,62.0,61.0
2017-05-27 20:00:00,69,5,27,20,65.0,62.0
2017-05-27 21:00:00,63,5,27,21,69.0,65.0
2017-05-27 22:00:00,62,5,27,22,63.0,69.0
2017-05-27 23:00:00,58,5,27,23,62.0,63.0
2017-05-28 00:00:00,56,5,28,0,58.0,62.0
2017-05-28 01:00:00,45,5,28,1,56.0,58.0
2017-05-28 02:00:00,33,5,28,2,45.0,56.0
2017-05-28 03:00:00,30,5,28,3,33.0,45.0
2017-05-28 04:00:00,30,5,28,4,30.0,33.0
2017-05-28 05:00:00,25,5,28,5,30.0,30.0
2017-05-28 06:00:00,30,5,28,6,25.0,30.0
2017-05-28 07:00:00,30,5,28,7,30.0,25.0
2017-05-28 08:00:00,38,5,28,8,30.0,30.0
2017-05-28 09:00:00,45,5,28,9,38.0,30.0
2017-05-28 10:00:00,48,5,28,10,45.0,38.0
2017-05-28 11:00:00,60,5,28,11,48.0,45.0
2017-05-28 12:00:00,65,5,28,12,60.0,48.0
2017-05-28 13:00:00,58,5,28,13,65.0,60.0
2017-05-28 14:00:00,54,5,28,14,58.0,65.0
2017-05-28 15:00:00,53,5,28,15,54.0,58.0
2017-05-28 16:00:00,56,5,28,16,53.0,54.0
2017-05-28 17:00:00,57,5,28,17,56.0,53.0
2017-05-28 18:00:00,61,5,28,18,57.0,56.0
2017-05-28 19:00:00,62,5,28,19,61.0,57.0
2017-05-28 20:00:00,63,5,28,20,62.0,61.0
2017-05-28 21:00:00,67,5,28,21,63.0,62.0
2017-05-28 22:00:00,64,5,28,22,67.0,63.0
2017-05-28 23:00:00,68,5,28,23,64.0,67.0
2017-05-29 00:00:00,55,5,29,0,68.0,64.0
2017-05-29 01:00:00,48,5,29,1,55.0,68.0
2017-05-29 02:00:00,40,5,29,2,48.0,55.0
2017-05-29 03:00:00,35,5,29,3,40.0,48.0
2017-05-29 04:00:00,32,5,29,4,35.0,40.0
2017-05-29 05:00:00,35,5,29,5,32.0,35.0
2017-05-29 06:00:00,38,5,29,6,35.0,32.0
2017-05-29 07:00:00,48,5,29,7,38.0,35.0
2017-05-29 08:00:00,54,5,29,8,48.0,38.0
2017-05-29 09:00:00,71,5,29,9,54.0,48.0
2017-05-29 10:00:00,102,5,29,10,71.0,54.0
2017-05-29 11:00:00,128,5,29,11,102.0,71.0
2017-05-29 12:00:00,128,5,29,12,128.0,102.0
2017-05-29 13:00:00,108,5,29,13,128.0,128.0
2017-05-29 14:00:00,120,5,29,14,108.0,128.0
2017-05-29 15:00:00,113,5,29,15,120.0,108.0
2017-05-29 16:00:00,109,5,29,16,113.0,120.0
2017-05-29 17:00:00,107,5,29,17,109.0,113.0
2017-05-29 18:00:00,109,5,29,18,107.0,109.0
2017-05-29 19:00:00,104,5,29,19,109.0,107.0
2017-05-29 20:00:00,93,5,29,20,104.0,109.0
2017-05-29 21:00:00,84,5,29,21,93.0,104.0
2017-05-29 22:00:00,89,5,29,22,84.0,93.0
2017-05-29 23:00:00,80,5,29,23,89.0,84.0
2017-05-30 00:00:00,69,5,30,0,80.0,89.0
2017-05-30 01:00:00,58,5,30,1,69.0,80.0
2017-05-30 02:00:00,48,5,30,2,58.0,69.0
2017-05-30 03:00:00,44,5,30,3,48.0,58.0
2017-05-30 04:00:00,38,5,30,4,44.0,48.0
2017-05-30 05:00:00,40,5,30,5,38.0,44.0
2017-05-30 06:00:00,42,5,30,6,40.0,38.0
2017-05-30 07:00:00,52,5,30,7,42.0,40.0
2017-05-30 08:00:00,58,5,30,8,52.0,42.0
2017-05-30 09:00:00,76,5,30,9,58.0,52.0
2017-05-30 10:00:00,92,5,30,10,76.0,58.0
2017-05-30 11:00:00,108,5,30,11,92.0,76.0
2017-05-30 12:00:00,116,5,30,12,108.0,92.0
2017-05-30 13:00:00,101,5,30,13,116.0,108.0
2017-05-30 14:00:00,116,5,30,14,101.0,116.0
2017-05-30 15:00:00,115,5,30,15,116.0,101.0
2017-05-30 16:00:00,105,5,30,16,115.0,116.0
2017-05-30 17:00:00,104,5,30,17,105.0,115.0
2017-05-30 18:00:00,110,5,30,18,104.0,105.0
2017-05-30 19:00:00,109,5,30,19,110.0,104.0
2017-05-30 20:00:00,102,5,30,20,109.0,110.0
2017-05-30 21:00:00,95,5,30,21,102.0,109.0
2017-05-30 22:00:00,48,5,30,22,95.0,102.0
2017-05-30 23:00:00,68,5,30,23,48.0,95.0
2017-05-31 00:00:00,80,5,31,0,68.0,48.0
2017-05-31 01:00:00,66,5,31,1,80.0,68.0
2017-05-31 02:00:00,56,5,31,2,66.0,80.0
2017-05-31 03:00:00,49,5,31,3,56.0,66.0
2017-05-31 04:00:00,38,5,31,4,49.0,56.0
2017-05-31 05:00:00,39,5,31,5,38.0,49.0
2017-05-31 06:00:00,46,5,31,6,39.0,38.0
2017-05-31 07:00:00,52,5,31,7,46.0,39.0
2017-05-31 08:00:00,62,5,31,8,52.0,46.0
2017-05-31 09:00:00,67,5,31,9,62.0,52.0
2017-05-31 10:00:00,84,5,31,10,67.0,62.0
2017-05-31 11:00:00,100,5,31,11,84.0,67.0
2017-05-31 12:00:00,106,5,31,12,100.0,84.0
2017-05-31 13:00:00,97,5,31,13,106.0,100.0
2017-05-31 14:00:00,100,5,31,14,97.0,106.0
2017-05-31 15:00:00,103,5,31,15,100.0,97.0
2017-05-31 16:00:00,97,5,31,16,103.0,100.0
2017-05-31 17:00:00,97,5,31,17,97.0,103.0
2017-05-31 18:00:00,99,5,31,18,97.0,97.0
2017-05-31 19:00:00,100,5,31,19,99.0,97.0
2017-05-31 20:00:00,99,5,31,20,100.0,99.0
2017-05-31 21:00:00,89,5,31,21,99.0,100.0
2017-05-31 22:00:00,85,5,31,22,89.0,99.0
2017-05-31 23:00:00,83,5,31,23,85.0,89.0
2017-06-01 00:00:00,80,6,1,0,83.0,85.0
2017-06-01 01:00:00,71,6,1,1,80.0,83.0
2017-06-01 02:00:00,61,6,1,2,71.0,80.0
2017-06-01 03:00:00,47,6,1,3,61.0,71.0
2017-06-01 04:00:00,40,6,1,4,47.0,61.0
2017-06-01 05:00:00,41,6,1,5,40.0,47.0
2017-06-01 06:00:00,44,6,1,6,41.0,40.0
2017-06-01 07:00:00,50,6,1,7,44.0,41.0
2017-06-01 08:00:00,55,6,1,8,50.0,44.0
2017-06-01 09:00:00,67,6,1,9,55.0,50.0
2017-06-01 10:00:00,84,6,1,10,67.0,55.0
2017-06-01 11:00:00,110,6,1,11,84.0,67.0
2017-06-01 12:00:00,111,6,1,12,110.0,84.0
2017-06-01 13:00:00,94,6,1,13,111.0,110.0
2017-06-01 14:00:00,106,6,1,14,94.0,111.0
2017-06-01 15:00:00,107,6,1,15,106.0,94.0
2017-06-01 16:00:00,117,6,1,16,107.0,106.0
2017-06-01 17:00:00,121,6,1,17,117.0,107.0
2017-06-01 18:00:00,110,6,1,18,121.0,117.0
2017-06-01 19:00:00,112,6,1,19,110.0,121.0
2017-06-01 20:00:00,105,6,1,20,112.0,110.0
2017-06-01 21:00:00,97,6,1,21,105.0,112.0
2017-06-01 22:00:00,89,6,1,22,97.0,105.0
2017-06-01 23:00:00,85,6,1,23,89.0,97.0
2017-06-02 00:00:00,79,6,2,0,85.0,89.0
2017-06-02 01:00:00,69,6,2,1,79.0,85.0
2017-06-02 02:00:00,55,6,2,2,69.0,79.0
2017-06-02 03:00:00,48,6,2,3,55.0,69.0
2017-06-02 04:00:00,38,6,2,4,48.0,55.0
2017-06-02 05:00:00,40,6,2,5,38.0,48.0
2017-06-02 06:00:00,46,6,2,6,40.0,38.0
2017-06-02 07:00:00,56,6,2,7,46.0,40.0
2017-06-02 08:00:00,62,6,2,8,56.0,46.0
2017-06-02 09:00:00,72,6,2,9,62.0,56.0
2017-06-02 10:00:00,83,6,2,10,72.0,62.0
2017-06-02 11:00:00,95,6,2,11,83.0,72.0
2017-06-02 12:00:00,97,6,2,12,95.0,83.0
2017-06-02 13:00:00,88,6,2,13,97.0,95.0
2017-06-02 14:00:00,100,6,2,14,88.0,97.0
2017-06-02 15:00:00,90,6,2,15,100.0,88.0
2017-06-02 16:00:00,89,6,2,16,90.0,100.0
2017-06-02 17:00:00,84,6,2,17,89.0,90.0
2017-06-02 18:00:00,92,6,2,18,84.0,89.0
2017-06-02 19:00:00,98,6,2,19,92.0,84.0
2017-06-02 20:00:00,98,6,2,20,98.0,92.0
2017-06-02 21:00:00,86,6,2,21,98.0,98.0
2017-06-02 22:00:00,82,6,2,22,86.0,98.0
2017-06-02 23:00:00,81,6,2,23,82.0,86.0
2017-06-03 00:00:00,70,6,3,0,81.0,82.0
2017-06-03 01:00:00,62,6,3,1,70.0,81.0
2017-06-03 02:00:00,52,6,3,2,62.0,70.0
2017-06-03 03:00:00,39,6,3,3,52.0,62.0
2017-06-03 04:00:00,34,6,3,4,39.0,52.0
2017-06-03 05:00:00,34,6,3,5,34.0,39.0
2017-06-03 06:00:00,40,6,3,6,34.0,34.0
2017-06-03 07:00:00,39,6,3,7,40.0,34.0
2017-06-03 08:00:00,47,6,3,8,39.0,40.0
2017-06-03 09:00:00,50,6,3,9,47.0,39.0
2017-06-03 10:00:00,58,6,3,10,50.0,47.0
2017-06-03 11:00:00,61,6,3,11,58.0,50.0
2017-06-03 12:00:00,59,6,3,12,61.0,58.0
2017-06-03 13:00:00,55,6,3,13,59.0,61.0
2017-06-03 14:00:00,58,6,3,14,55.0,59.0
2017-06-03 15:00:00,56,6,3,15,58.0,55.0
2017-06-03 16:00:00,50,6,3,16,56.0,58.0
2017-06-03 17:00:00,51,6,3,17,50.0,56.0
2017-06-03 18:00:00,62,6,3,18,51.0,50.0
2017-06-03 19:00:00,59,6,3,19,62.0,51.0
2017-06-03 20:00:00,64,6,3,20,59.0,62.0
2017-06-03 21:00:00,61,6,3,21,64.0,59.0
2017-06-03 22:00:00,60,6,3,22,61.0,64.0
2017-06-03 23:00:00,61,6,3,23,60.0,61.0
2017-06-04 00:00:00,47,6,4,0,61.0,60.0
2017-06-04 01:00:00,39,6,4,1,47.0,61.0
2017-06-04 02:00:00,37,6,4,2,39.0,47.0
2017-06-04 03:00:00,34,6,4,3,37.0,39.0
2017-06-04 04:00:00,26,6,4,4,34.0,37.0
2017-06-04 05:00:00,27,6,4,5,26.0,34.0
2017-06-04 06:00:00,28,6,4,6,27.0,26.0
2017-06-04 07:00:00,34,6,4,7,28.0,27.0
2017-06-04 08:00:00,33,6,4,8,34.0,28.0
2017-06-04 09:00:00,45,6,4,9,33.0,34.0
2017-06-04 10:00:00,51,6,4,10,45.0,33.0
2017-06-04 11:00:00,56,6,4,11,51.0,45.0
2017-06-04 12:00:00,60,6,4,12,56.0,51.0
2017-06-04 13:00:00,53,6,4,13,60.0,56.0
2017-06-04 14:00:00,54,6,4,14,53.0,60.0
2017-06-04 15:00:00,48,6,4,15,54.0,53.0
2017-06-04 16:00:00,49,6,4,16,48.0,54.0
2017-06-04 17:00:00,51,6,4,17,49.0,48.0
2017-06-04 18:00:00,57,6,4,18,51.0,49.0
2017-06-04 19:00:00,57,6,4,19,57.0,51.0
2017-06-04 20:00:00,56,6,4,20,57.0,57.0
2017-06-04 21:00:00,61,6,4,21,56.0,57.0
2017-06-04 22:00:00,63,6,4,22,61.0,56.0
2017-06-04 23:00:00,58,6,4,23,63.0,61.0
2017-06-05 00:00:00,56,6,5,0,58.0,63.0
2017-06-05 01:00:00,46,6,5,1,56.0,58.0
2017-06-05 02:00:00,38,6,5,2,46.0,56.0
2017-06-05 03:00:00,38,6,5,3,38.0,46.0
2017-06-05 04:00:00,31,6,5,4,38.0,38.0
2017-06-05 05:00:00,33,6,5,5,31.0,38.0
2017-06-05 06:00:00,42,6,5,6,33.0,31.0
2017-06-05 07:00:00,48,6,5,7,42.0,33.0
2017-06-05 08:00:00,56,6,5,8,48.0,42.0
2017-06-05 09:00:00,65,6,5,9,56.0,48.0
2017-06-05 10:00:00,84,6,5,10,65.0,56.0
2017-06-05 11:00:00,101,6,5,11,84.0,65.0
2017-06-05 12:00:00,106,6,5,12,101.0,84.0
2017-06-05 13:00:00,94,6,5,13,106.0,101.0
2017-06-05 14:00:00,101,6,5,14,94.0,106.0
2017-06-05 15:00:00,103,6,5,15,101.0,94.0
2017-06-05 16:00:00,93,6,5,16,103.0,101.0
2017-06-05 17:00:00,89,6,5,17,93.0,103.0
2017-06-05 18:00:00,96,6,5,18,89.0,93.0
2017-06-05 19:00:00,100,6,5,19,96.0,89.0
2017-06-05 20:00:00,93,6,5,20,100.0,96.0
2017-06-05 21:00:00,89,6,5,21,93.0,100.0
2017-06-05 22:00:00,89,6,5,22,89.0,93.0
2017-06-05 23:00:00,83,6,5,23,89.0,89.0
2017-06-06 00:00:00,75,6,6,0,83.0,89.0
2017-06-06 01:00:00,71,6,6,1,75.0,83.0
2017-06-06 02:00:00,55,6,6,2,71.0,75.0
2017-06-06 03:00:00,47,6,6,3,55.0,71.0
2017-06-06 04:00:00,43,6,6,4,47.0,55.0
2017-06-06 05:00:00,42,6,6,5,43.0,47.0
2017-06-06 06:00:00,43,6,6,6,42.0,43.0
2017-06-06 07:00:00,51,6,6,7,43.0,42.0
2017-06-06 08:00:00,61,6,6,8,51.0,43.0
2017-06-06 09:00:00,65,6,6,9,61.0,51.0
2017-06-06 10:00:00,96,6,6,10,65.0,61.0
2017-06-06 11:00:00,112,6,6,11,96.0,65.0
2017-06-06 12:00:00,109,6,6,12,112.0,96.0
2017-06-06 13:00:00,102,6,6,13,109.0,112.0
2017-06-06 14:00:00,113,6,6,14,102.0,109.0
2017-06-06 15:00:00,115,6,6,15,113.0,102.0
2017-06-06 16:00:00,127,6,6,16,115.0,113.0
2017-06-06 17:00:00,134,6,6,17,127.0,115.0
2017-06-06 18:00:00,140,6,6,18,134.0,127.0
2017-06-06 19:00:00,136,6,6,19,140.0,134.0
2017-06-06 20:00:00,126,6,6,20,136.0,140.0
2017-06-06 21:00:00,114,6,6,21,126.0,136.0
2017-06-06 22:00:00,104,6,6,22,114.0,126.0
2017-06-06 23:00:00,95,6,6,23,104.0,114.0
2017-06-07 00:00:00,87,6,7,0,95.0,104.0
2017-06-07 01:00:00,81,6,7,1,87.0,95.0
2017-06-07 02:00:00,65,6,7,2,81.0,87.0
2017-06-07 03:00:00,57,6,7,3,65.0,81.0
2017-06-07 04:00:00,47,6,7,4,57.0,65.0
2017-06-07 05:00:00,46,6,7,5,47.0,57.0
2017-06-07 06:00:00,53,6,7,6,46.0,47.0
2017-06-07 07:00:00,59,6,7,7,53.0,46.0
2017-06-07 08:00:00,67,6,7,8,59.0,53.0
2017-06-07 09:00:00,78,6,7,9,67.0,59.0
2017-06-07 10:00:00,95,6,7,10,78.0,67.0
2017-06-07 11:00:00,114,6,7,11,95.0,78.0
2017-06-07 12:00:00,111,6,7,12,114.0,95.0
2017-06-07 13:00:00,97,6,7,13,111.0,114.0
2017-06-07 14:00:00,107,6,7,14,97.0,111.0
2017-06-07 15:00:00,111,6,7,15,107.0,97.0
2017-06-07 16:00:00,104,6,7,16,111.0,107.0
2017-06-07 17:00:00,102,6,7,17,104.0,111.0
2017-06-07 18:00:00,104,6,7,18,102.0,104.0
2017-06-07 19:00:00,105,6,7,19,104.0,102.0
2017-06-07 20:00:00,101,6,7,20,105.0,104.0
2017-06-07 21:00:00,95,6,7,21,101.0,105.0
2017-06-07 22:00:00,93,6,7,22,95.0,101.0
2017-06-07 23:00:00,88,6,7,23,93.0,95.0
2017-06-08 00:00:00,84,6,8,0,88.0,93.0
2017-06-08 01:00:00,65,6,8,1,84.0,88.0
2017-06-08 02:00:00,55,6,8,2,65.0,84.0
2017-06-08 03:00:00,45,6,8,3,55.0,65.0
2017-06-08 04:00:00,44,6,8,4,45.0,55.0
2017-06-08 05:00:00,40,6,8,5,44.0,45.0
2017-06-08 06:00:00,49,6,8,6,40.0,44.0
2017-06-08 07:00:00,51,6,8,7,49.0,40.0
2017-06-08 08:00:00,58,6,8,8,51.0,49.0
2017-06-08 09:00:00,71,6,8,9,58.0,51.0
2017-06-08 10:00:00,104,6,8,10,71.0,58.0
2017-06-08 11:00:00,114,6,8,11,104.0,71.0
2017-06-08 12:00:00,112,6,8,12,114.0,104.0
2017-06-08 13:00:00,98,6,8,13,112.0,114.0
2017-06-08 14:00:00,110,6,8,14,98.0,112.0
